Name,TDP
AMD Sempron 3500+,62
AMD Sempron 3500+,62
AMD Sempron 3500+ EE SFF,35
AMD Sempron 3600+,62
AMD Sempron 3600+,62
AMD Sempron 3800+,62
AMD Sempron LE-1100,45
AMD Sempron LE-1150,45
AMD Sempron LE-1200,45
AMD Sempron LE-1250,45
AMD Sempron LE-1300,45
AMD Sempron X2 2100,65
AMD Sempron X2 2100,65
AMD Sempron X2 2200,65
AMD Sempron X2 2300,65
AMD Turion 64 ML-28,32
AMD Turion 64 ML-30,35
AMD Turion 64 ML-32,35
AMD Turion 64 ML-34,35
AMD Turion 64 ML-37,35
AMD Turion 64 ML-40,35
AMD Turion 64 ML-42,35
AMD Turion 64 ML-44,35
AMD Turion 64 MT-28,22
AMD Turion 64 MT-30,22
AMD Turion 64 MT-32,25
AMD Turion 64 MT-34,25
AMD Turion 64 MT-37,25
AMD Turion 64 MT-40,25
AMD Turion X2 RM-70,31
AMD Turion X2 RM-72,35
AMD Turion X2 RM-74,35
AMD Turion X2 RM-75,35
AMD Turion X2 RM-77,35
AMD Turion X2 Ultra ZM-80,32
AMD Turion X2 Ultra ZM-82,35
AMD Turion X2 Ultra ZM-84,35
AMD Turion X2 Ultra ZM-85,35
AMD Turion X2 Ultra ZM-86,35
AMD Turion X2 Ultra ZM-87,35
AMD Turion X2 Ultra ZM-88,35
AMD Z-01,6
AMD Z-60,5
Apple M1,10
Intel A100,3
Intel A110,3
Intel Atom 230,4
Intel Atom 330,8
Intel Atom CE4100,7
Intel Atom CE4130,7
Intel Atom CE4150,7
Intel Atom D2500,10
Intel Atom D2550,10
Intel Atom D2700,10
Intel Atom D410,10
Intel Atom D425,10
Intel Atom D510,13
Intel Atom D525,13
Intel Atom E3815,5
Intel Atom E3825,6
Intel Atom E3826,7
Intel Atom E3827,8
Intel Atom E3845,10
Intel Atom E620,3
Intel Atom E620T,3
Intel Atom E625C,3
Intel Atom E625CT,3
Intel Atom E640,3
Intel Atom E640T,3
Intel Atom E645C,4
Intel Atom E645CT,4
Intel Atom E660,3
Intel Atom E660T,3
Intel Atom E665C,4
Intel Atom E665CT,7
Intel Atom E680,4
Intel Atom E680T,4
Intel Atom N2600,4
Intel Atom N270,3
Intel Atom N280,3
Intel Atom N2800,7
Intel Atom N450,6
Intel Atom N455,7
Intel Atom N470,7
Intel Atom N475,7
Intel Atom N550,9
Intel Atom N570,9
Intel Atom S1220,8
Intel Atom S1240,6
Intel Atom S1260,9
Intel Atom Z2760,3
Intel Atom Z3740,2
Intel Atom Z3770,8
Intel Atom Z500,1
Intel Atom Z510,2
Intel Atom Z510P,2
Intel Atom Z510PT,2
Intel Atom Z515,1
Intel Atom Z520,2
Intel Atom Z520PT,2
Intel Atom Z530,2
Intel Atom Z530P,2
Intel Atom Z540,2
Intel Atom Z550,2
Intel Atom Z560,2
Intel Atom Z600,1
Intel Atom Z605,2
Intel Atom Z610,1
Intel Atom Z612,1
Intel Atom Z615,2
Intel Atom Z620,1
Intel Atom Z625,2
Intel Atom Z650,3
Intel Atom Z670,3
Intel Aubrey Isle,300
Intel Celeron 2.0,73
Intel Celeron 2.0,73
Intel Celeron 2.10,73
Intel Celeron 2.20,73
Intel Celeron 2.30,73
Intel Celeron 2.40,73
Intel Celeron 2.60,73
Intel Celeron 2.70,73
Intel Celeron 2.80,73
Intel Celeron 220,19
Intel Celeron 2950M,37
Intel Celeron 2950M,37
Intel Celeron 2955U,15
Intel Celeron 2955U,15
Intel Celeron 2961Y,12
Intel Celeron 2980U,15
Intel Celeron 3205U,15
Intel Celeron 3755U,15
Intel Celeron 420,35
Intel Celeron 430,35
Intel Celeron 440,35
Intel Celeron 445,65
Intel Celeron 450,35
Intel Celeron 725C,17
Intel Celeron 787,17
Intel Celeron 807,17
Intel Celeron 847,17
Intel Celeron 857,17
Intel Celeron 877,17
Intel Celeron 887,17
Intel Celeron B710,35
Intel Celeron B730,35
Intel Celeron B800,35
Intel Celeron B810,35
Intel Celeron B820,35
Intel Celeron B830,35
Intel Celeron B840,35
Intel Celeron D 325,73
Intel Celeron D 326,73
Intel Celeron D 330,84
Intel Celeron D 335,84
Intel Celeron D 335,84
Intel Celeron D 340,84
Intel Celeron D 341,84
Intel Celeron D 346,73
Intel Celeron D 350,84
Intel Celeron D 352,84
Intel Celeron E1200,65
Intel Celeron E1400,65
Intel Celeron E1500,65
Intel Celeron E1600,65
Intel Celeron E3200,65
Intel Celeron E3300,65
Intel Celeron E3400,65
Intel Celeron E3500,65
Intel Celeron G1101,73
Intel Celeron G1610,55
Intel Celeron G1610T,35
Intel Celeron G1620,55
Intel Celeron G1620T,35
Intel Celeron G1630,55
Intel Celeron G1820,54
Intel Celeron G1820T,54
Intel Celeron G1820TE,54
Intel Celeron G1830,54
Intel Celeron G1840,54
Intel Celeron G1840T,54
Intel Celeron G1850,54
Intel Celeron G3900,51
Intel Celeron G3920,51
Intel Celeron G3930,51
Intel Celeron G3930T,35
Intel Celeron G3950,51
Intel Celeron G440,35
Intel Celeron G460,35
Intel Celeron G465,35
Intel Celeron G4900,51
Intel Celeron G4920,51
Intel Celeron G530,65
Intel Celeron G530T,35
Intel Celeron G540,65
Intel Celeron G540T,35
Intel Celeron G550,65
Intel Celeron G550T,35
Intel Celeron G555,65
Intel Celeron G5900,58
Intel Celeron G5920,58
Intel Celeron N2805,4
Intel Celeron N2806,4
Intel Celeron N2807,4
Intel Celeron N2808,4
Intel Celeron N2810,7
Intel Celeron N2820,7
Intel Celeron N2830,7
Intel Celeron N2840,7
Intel Celeron N2910,7
Intel Celeron N2920,7
Intel Celeron N2930,7
Intel Celeron N2940,7
Intel Celeron P1053,30
Intel Core 2 Duo E4300,65
Intel Core 2 Duo E4400,65
Intel Core 2 Duo E4500,65
Intel Core 2 Duo E4600,65
Intel Core 2 Duo E4700,65
Intel Core 2 Duo E6300,65
Intel Core 2 Duo E6320,65
Intel Core 2 Duo E6400,65
Intel Core 2 Duo E6420,65
Intel Core 2 Duo E6550,65
Intel Core 2 Duo E6600,65
Intel Core 2 Duo E6700,65
Intel Core 2 Duo E6750,65
Intel Core 2 Duo E6850,75
Intel Core 2 Duo E7200,65
Intel Core 2 Duo E7300,65
Intel Core 2 Duo E7400,65
Intel Core 2 Duo E7500,65
Intel Core 2 Duo E7600,65
Intel Core 2 Duo E8190,65
Intel Core 2 Duo E8200,65
Intel Core 2 Duo E8300,65
Intel Core 2 Duo E8400,65
Intel Core 2 Duo E8500,65
Intel Core 2 Duo E8600,65
Intel Core 2 Duo T5200,35
Intel Core 2 Duo T5500,35
Intel Core 2 Duo T5600,35
Intel Core 2 Duo T7100,35
Intel Core 2 Duo T7200,35
Intel Core 2 Duo T7250,35
Intel Core 2 Duo T7300,35
Intel Core 2 Duo T7400,35
Intel Core 2 Duo T7500,35
Intel Core 2 Duo T7600,35
Intel Core 2 Duo T7600G,35
Intel Core 2 Duo T7700,35
Intel Core 2 Duo T7800,35
Intel Core 2 Duo U7500,10
Intel Core 2 Duo U7500,10
Intel Core 2 Duo U7600,10
Intel Core 2 Duo U7600,10
Intel Core 2 Duo U7700,10
Intel Core 2 Duo U7700,10
Intel Core 2 Extreme QX6700,130
Intel Core 2 Extreme QX6800,130
Intel Core 2 Extreme QX6850,130
Intel Core 2 Extreme QX9300,45
Intel Core 2 Extreme QX9650,130
Intel Core 2 Extreme QX9770,136
Intel Core 2 Extreme QX9775,150
Intel Core 2 Extreme X6800,75
Intel Core 2 Extreme X7900,44
Intel Core 2 Extreme X9100,44
Intel Core 2 Quad Q6600 (105W),105
Intel Core 2 Quad Q6600 (95W),95
Intel Core 2 Quad Q6700,95
Intel Core 2 Quad Q7600,95
Intel Core 2 Quad Q8200,95
Intel Core 2 Quad Q8200S,65
Intel Core 2 Quad Q8300,95
Intel Core 2 Quad Q8400,95
Intel Core 2 Quad Q8400S,65
Intel Core 2 Quad Q9100,45
Intel Core 2 Quad Q9300,95
Intel Core 2 Quad Q9400,95
Intel Core 2 Quad Q9400S,65
Intel Core 2 Quad Q9450,95
Intel Core 2 Quad Q9550,95
Intel Core 2 Quad Q9550S,65
Intel Core 2 Quad Q9650,95
Intel Core 2 Solo ULV SU3300,5
Intel Core 2 Solo ULV SU3500,5
Intel Core 2 Solo ULV U2100,5
Intel Core 2 Solo ULV U2200,5
Intel Core Duo LV L2300,15
Intel Core Duo LV L2400,15
Intel Core Duo LV L2500,15
Intel Core Duo T2050,31
Intel Core Duo T2250,31
Intel Core Duo T2300,31
Intel Core Duo T2400,31
Intel Core Duo T2500,31
Intel Core Duo T2600,31
Intel Core Duo T2700,31
Intel Core Duo ULV L2400,9
Intel Core Duo ULV L2500,9
Intel Core M-5Y10,5
Intel Core M-5Y10a,5
Intel Core M-5Y10c,5
Intel Core M-5Y31,5
Intel Core M-5Y51,5
Intel Core M-5Y70,5
Intel Core M-5Y71,5
Intel Core Solo T1200,27
Intel Core Solo T1300,27
Intel Core Solo T1350,27
Intel Core Solo T1400,27
Intel Core Solo ULV U1300,5
Intel Core Solo ULV U1400,5
Intel Core Solo ULV U1500,5
Intel Core i3-1000G1,12
Intel Core i3-1000G4,12
Intel Core i3-1005G1,25
Intel Core i3-10100,65
Intel Core i3-10105,65
Intel Core i3-10105F,65
Intel Core i3-10105T,35
Intel Core i3-10110U,25
Intel Core i3-10110Y,9
Intel Core i3-10300,62
Intel Core i3-10305,65
Intel Core i3-10305T,35
Intel Core i3-10320,91
Intel Core i3-10325,65
Intel Core i3-10350K,91
Intel Core i3-1110G4,15
Intel Core i3-1115G4,28
Intel Core i3-1120G4,15
Intel Core i3-1125G4,28
Intel Core i3-2100,65
Intel Core i3-2100T,35
Intel Core i3-2102,65
Intel Core i3-2105,65
Intel Core i3-2120,65
Intel Core i3-2120T,35
Intel Core i3-2125,65
Intel Core i3-2130,65
Intel Core i3-2312M,35
Intel Core i3-2312M,35
Intel Core i3-2328M,35
Intel Core i3-2330E,35
Intel Core i3-2330M,35
Intel Core i3-2330M,35
Intel Core i3-2332M,35
Intel Core i3-2340UE,17
Intel Core i3-2350M,35
Intel Core i3-2357M,17
Intel Core i3-2367M,17
Intel Core i3-2377M,17
Intel Core i3-3110M,35
Intel Core i3-3110M,35
Intel Core i3-3120M,35
Intel Core i3-3120M,35
Intel Core i3-3120ME,35
Intel Core i3-3217U,17
Intel Core i3-3217UE,17
Intel Core i3-3220,55
Intel Core i3-3220T,35
Intel Core i3-3225,55
Intel Core i3-3240,55
Intel Core i3-3240T,35
Intel Core i3-350M,35
Intel Core i3-370M,35
Intel Core i3-380M,35
Intel Core i3-4000M,37
Intel Core i3-4005U,15
Intel Core i3-4100E,37
Intel Core i3-4102E,25
Intel Core i3-4130,54
Intel Core i3-4130T,35
Intel Core i3-4150T,35
Intel Core i3-4160,54
Intel Core i3-4160T,35
Intel Core i3-4330,54
Intel Core i3-4330T,35
Intel Core i3-4340,54
Intel Core i3-4350,54
Intel Core i3-4360,54
Intel Core i3-4360T,35
Intel Core i3-4370,54
Intel Core i3-4370,54
Intel Core i3-5005U,15
Intel Core i3-5010U,15
Intel Core i3-5157U,28
Intel Core i3-530,73
Intel Core i3-540,73
Intel Core i3-550,73
Intel Core i3-560,73
Intel Core i3-6100,51
Intel Core i3-6300,51
Intel Core i3-6320,51
Intel Core i3-7100,51
Intel Core i3-7100T,35
Intel Core i3-7120,51
Intel Core i3-7120T,35
Intel Core i3-7300,51
Intel Core i3-7300T,35
Intel Core i3-7320,51
Intel Core i3-7320T,35
Intel Core i3-7340,51
Intel Core i3-7350K,60
Intel Core i3-7360X,112
Intel Core i3-8000,65
Intel Core i3-8020,65
Intel Core i3-8100,62
Intel Core i3-8100T,35
Intel Core i3-8109U,28
Intel Core i3-8120,65
Intel Core i3-8121U,28
Intel Core i3-8130U,15
Intel Core i3-8145U,28
Intel Core i3-8300,62
Intel Core i3-8300T,35
Intel Core i3-8350K,91
Intel Core i3-9000,65
Intel Core i3-9100,65
Intel Core i3-9100F,65
Intel Core i3-9300,62
Intel Core i3-9320,62
Intel Core i3-9350K,91
Intel Core i3-9350KF,91
Intel Core i5-10200H,45
Intel Core i5-10210U,25
Intel Core i5-10210Y,9
Intel Core i5-10300H,45
Intel Core i5-1030G4,12
Intel Core i5-1030G7,12
Intel Core i5-10310Y,9
Intel Core i5-1035G1,25
Intel Core i5-1035G4,25
Intel Core i5-1035G7,25
Intel Core i5-10400,65
Intel Core i5-10400F,65
Intel Core i5-10400H,45
Intel Core i5-10500,65
Intel Core i5-10600,65
Intel Core i5-10600K,125
Intel Core i5-10600KF,95
Intel Core i5-1130G7,15
Intel Core i5-1135G7,28
Intel Core i5-11400,65
Intel Core i5-11400F,65
Intel Core i5-11400T,35
Intel Core i5-1145G7,28
Intel Core i5-11500,65
Intel Core i5-11500T,35
Intel Core i5-11600,65
Intel Core i5-11600K,125
Intel Core i5-11600KF,125
Intel Core i5-11600T,35
Intel Core i5-2310,95
Intel Core i5-2320,95
Intel Core i5-2390T,35
Intel Core i5-2405S,65
Intel Core i5-2415M,35
Intel Core i5-2430M,35
Intel Core i5-2430M,35
Intel Core i5-2435M,35
Intel Core i5-2435M,35
Intel Core i5-2467M,17
Intel Core i5-2557M,17
Intel Core i5-3210M,35
Intel Core i5-3210M,35
Intel Core i5-3317U,17
Intel Core i5-3320M,35
Intel Core i5-3320M,35
Intel Core i5-3330,77
Intel Core i5-3330S,77
Intel Core i5-3335S,65
Intel Core i5-3350P,69
Intel Core i5-3360M,35
Intel Core i5-3360M,35
Intel Core i5-3365M,35
Intel Core i5-3427U,17
Intel Core i5-3470,77
Intel Core i5-3470S,65
Intel Core i5-3470T,35
Intel Core i5-3475S,65
Intel Core i5-3570,77
Intel Core i5-3570S,65
Intel Core i5-3610ME,35
Intel Core i5-3610ME,35
Intel Core i5-4200U,15
Intel Core i5-4200Y,12
Intel Core i5-4210U,15
Intel Core i5-4250U,15
Intel Core i5-4300M,37
Intel Core i5-430M,35
Intel Core i5-4330M,37
Intel Core i5-4350U,15
Intel Core i5-4440,84
Intel Core i5-4440S,65
Intel Core i5-450M,35
Intel Core i5-4590,84
Intel Core i5-4590S,65
Intel Core i5-460M,35
Intel Core i5-4690,84
Intel Core i5-4690K,88
Intel Core i5-5200U,15
Intel Core i5-5250U,15
Intel Core i5-5257U,28
Intel Core i5-5287U,28
Intel Core i5-5300U,15
Intel Core i5-5350U,15
Intel Core i5-540M,35
Intel Core i5-560M,35
Intel Core i5-5675C,65
Intel Core i5-580M,35
Intel Core i5-6350HQ,45
Intel Core i5-6400,65
Intel Core i5-650,73
Intel Core i5-6500,65
Intel Core i5-655K,73
Intel Core i5-660,73
Intel Core i5-6600,65
Intel Core i5-6600K,95
Intel Core i5-661,87
Intel Core i5-670,73
Intel Core i5-680,73
Intel Core i5-7300HQ,45
Intel Core i5-7400,65
Intel Core i5-7400T,35
Intel Core i5-750,95
Intel Core i5-7500,65
Intel Core i5-7500T,35
Intel Core i5-750s,82
Intel Core i5-760,95
Intel Core i5-7600,65
Intel Core i5-7600K,91
Intel Core i5-7600T,35
Intel Core i5-7640X,112
Intel Core i5-8250U,15
Intel Core i5-8259U,28
Intel Core i5-8265U,28
Intel Core i5-8269U,28
Intel Core i5-8300H,45
Intel Core i5-8305G,65
Intel Core i5-8350U,15
Intel Core i5-8400,65
Intel Core i5-8400H,45
Intel Core i5-8400T,35
Intel Core i5-8420,65
Intel Core i5-8420T,35
Intel Core i5-8500,65
Intel Core i5-8500T,35
Intel Core i5-8550,65
Intel Core i5-8600,65
Intel Core i5-8600K,95
Intel Core i5-8600T,35
Intel Core i5-8650,65
Intel Core i5-8650K,95
Intel Core i5-9400,65
Intel Core i5-9400F,65
Intel Core i5-9400T,35
Intel Core i5-9500,65
Intel Core i5-9500F,65
Intel Core i5-9600,65
Intel Core i5-9600K,95
Intel Core i5-9600KF,95
Intel Core i7-10510U,25
Intel Core i7-10510Y,9
Intel Core i7-1060G7,12
Intel Core i7-10610U,25
Intel Core i7-1065G7,25
Intel Core i7-1068G7,28
Intel Core i7-10700,65
Intel Core i7-10700F,65
Intel Core i7-10700K,125
Intel Core i7-10700KF,125
Intel Core i7-10710U,25
Intel Core i7-10750H,45
Intel Core i7-10810U,25
Intel Core i7-10850H,45
Intel Core i7-10870H,45
Intel Core i7-10875H,45
Intel Core i7-10885H,45
Intel Core i7-1160G7,15
Intel Core i7-1165G7,28
Intel Core i7-11700,65
Intel Core i7-11700F,65
Intel Core i7-11700K,125
Intel Core i7-11700KF,125
Intel Core i7-11700T,35
Intel Core i7-1185G7,28
Intel Core i7-1270P,64
Intel Core i7-2670QM,45
Intel Core i7-2675QM,45
Intel Core i7-2700K,95
Intel Core i7-2760QM,45
Intel Core i7-2760QM,45
Intel Core i7-2860QM,45
Intel Core i7-2860QM,45
Intel Core i7-2960XM,55
Intel Core i7-3517U,17
Intel Core i7-3517UE,17
Intel Core i7-3520M,35
Intel Core i7-3520M,35
Intel Core i7-3525M,35
Intel Core i7-3555LE,25
Intel Core i7-3630QM,45
Intel Core i7-3632QM,35
Intel Core i7-3632QM,35
Intel Core i7-3635QM,45
Intel Core i7-3667U,17
Intel Core i7-3740QM,45
Intel Core i7-3740QM,45
Intel Core i7-3840QM,45
Intel Core i7-3840QM,45
Intel Core i7-3910K,130
Intel Core i7-3930K,130
Intel Core i7-3940XM,55
Intel Core i7-3960X,130
Intel Core i7-3970X,150
Intel Core i7-4500U,15
Intel Core i7-4550U,15
Intel Core i7-4558U,28
Intel Core i7-4600M,37
Intel Core i7-4600U,15
Intel Core i7-4610M,37
Intel Core i7-4650U,15
Intel Core i7-4710HQ,47
Intel Core i7-4712HQ,37
Intel Core i7-4760HQ,47
Intel Core i7-4770HQ,47
Intel Core i7-4771,84
Intel Core i7-4790,84
Intel Core i7-4790K,88
Intel Core i7-4790S,65
Intel Core i7-4810MQ,47
Intel Core i7-4820K,130
Intel Core i7-4850EQ,47
Intel Core i7-4860EQ,47
Intel Core i7-4860HQ,47
Intel Core i7-4870HQ,47
Intel Core i7-4910MQ,47
Intel Core i7-4930K,130
Intel Core i7-4940MX,57
Intel Core i7-4950HQ,47
Intel Core i7-4960HQ,47
Intel Core i7-4960X,130
Intel Core i7-4980HQ,47
Intel Core i7-5500U,15
Intel Core i7-5550U,15
Intel Core i7-5557U,28
Intel Core i7-5600U,15
Intel Core i7-5650U,15
Intel Core i7-5775C,65
Intel Core i7-5820K,140
Intel Core i7-5930K,140
Intel Core i7-5960X,140
Intel Core i7-620M,35
Intel Core i7-620M,35
Intel Core i7-640M,35
Intel Core i7-640M,35
Intel Core i7-6700,65
Intel Core i7-6700K,95
Intel Core i7-6700T,35
Intel Core i7-6700TE,35
Intel Core i7-6800K,140
Intel Core i7-6850K,140
Intel Core i7-6900K,140
Intel Core i7-6950X,140
Intel Core i7-7600U,15
Intel Core i7-7700,65
Intel Core i7-7700K,91
Intel Core i7-7700T,35
Intel Core i7-7740X,112
Intel Core i7-7800X,140
Intel Core i7-7820X,140
Intel Core i7-8086K,95
Intel Core i7-8550U,15
Intel Core i7-8559U,28
Intel Core i7-8565U,28
Intel Core i7-860,95
Intel Core i7-860S,82
Intel Core i7-8650U,15
Intel Core i7-8670,65
Intel Core i7-8670T,35
Intel Core i7-870,95
Intel Core i7-8700,65
Intel Core i7-8700K,95
Intel Core i7-8700T,35
Intel Core i7-8705G,65
Intel Core i7-8706G,65
Intel Core i7-8709G,65
Intel Core i7-870S,82
Intel Core i7-8750H,45
Intel Core i7-875K,95
Intel Core i7-880,95
Intel Core i7-8809G,65
Intel Core i7-8850H,45
Intel Core i7-920,130
Intel Core i7-930,130
Intel Core i7-940,130
Intel Core i7-950,130
Intel Core i7-960,130
Intel Core i7-965,130
Intel Core i7-970,130
Intel Core i7-9700,65
Intel Core i7-9700F,65
Intel Core i7-9700K,95
Intel Core i7-9700KF,95
Intel Core i7-975,130
Intel Core i7-9750H,45
Intel Core i7-9750HF,45
Intel Core i7-980,130
Intel Core i7-9800X,165
Intel Core i7-980X,130
Intel Core i7-9850H,45
Intel Core i7-9850HE,45
Intel Core i7-9850HL,25
Intel Core i7-990X,130
Intel Core i9-10800F,65
Intel Core i9-10850K,125
Intel Core i9-10900,65
Intel Core i9-10900F,65
Intel Core i9-10900K,125
Intel Core i9-10900KF,125
Intel Core i9-10900X,165
Intel Core i9-10920X,165
Intel Core i9-10940X,165
Intel Core i9-10980HK,45
Intel Core i9-10980XE,165
Intel Core i9-10990XE,380
Intel Core i9-11900,65
Intel Core i9-11900F,65
Intel Core i9-11900K,125
Intel Core i9-11900KF,125
Intel Core i9-11900T,35
Intel Core i9-7900X,140
Intel Core i9-7920X,140
Intel Core i9-7940X,165
Intel Core i9-7960X,165
Intel Core i9-7980XE,165
Intel Core i9-8950HK,95
Intel Core i9-9820X,165
Intel Core i9-9880H,45
Intel Core i9-9900,65
Intel Core i9-9900K,95
Intel Core i9-9900KF,95
Intel Core i9-9900KS,127
Intel Core i9-9900X,165
Intel Core i9-9920X,165
Intel Core i9-9940X,165
Intel Core i9-9960X,165
Intel Core i9-9980HK,45
Intel Core i9-9980XE,165
Intel Core i9-9990XE,255
Intel Core m3-8114Y,28
Intel Mobile Pentium 4 2.40,60
Intel Mobile Pentium 4 2.66,66
Intel Mobile Pentium 4 2.80,68
Intel Mobile Pentium 4 3.06,70
Intel Mobile Pentium 4 HT 2.66,66
Intel Mobile Pentium 4 HT 2.80,68
Intel Mobile Pentium 4 HT 3.06,70
Intel Mobile Pentium 4 HT 3.20,76
Intel Mobile Pentium 4 HT 518,88
Intel Mobile Pentium 4 HT 532,88
Intel Mobile Pentium 4 HT 538,88
Intel Mobile Pentium 4 HT 548,88
Intel Mobile Pentium 4 HT 552,88
Intel Pentium 2020M,35
Intel Pentium 2117U,17
Intel Pentium 2117U,17
Intel Pentium 2129Y,10
Intel Pentium 350,15
Intel Pentium 3550M,37
Intel Pentium 3556U,15
Intel Pentium 3560Y,12
Intel Pentium 3805U,15
Intel Pentium 4 1.3,52
Intel Pentium 4 1.4,55
Intel Pentium 4 1.4,55
Intel Pentium 4 1.5,58
Intel Pentium 4 1.5,58
Intel Pentium 4 1.6,61
Intel Pentium 4 1.6,61
Intel Pentium 4 1.7,64
Intel Pentium 4 1.7,64
Intel Pentium 4 1.80,67
Intel Pentium 4 1.8A,67
Intel Pentium 4 1.9,69
Intel Pentium 4 1.9,69
Intel Pentium 4 2.0,72
Intel Pentium 4 2.0,110
Intel Pentium 4 2.0,72
Intel Pentium 4 2.0,92
Intel Pentium 4 2.2,92
Intel Pentium 4 2.26,110
Intel Pentium 4 2.4,92
Intel Pentium 4 2.4,110
Intel Pentium 4 2.40,110
Intel Pentium 4 2.53,110
Intel Pentium 4 2.60,92
Intel Pentium 4 2.66,110
Intel Pentium 4 2.80,110
Intel Pentium 4 505,84
Intel Pentium 4 505J,84
Intel Pentium 4 506,84
Intel Pentium 4 506,84
Intel Pentium 4 506,84
Intel Pentium 4 511,84
Intel Pentium 4 511,84
Intel Pentium 4 511,84
Intel Pentium 4 519,84
Intel Pentium 4 519K,84
Intel Pentium 4 519K,84
Intel Pentium 4 HT 2.40,66
Intel Pentium 4 HT 2.60,69
Intel Pentium 4 HT 2.80,70
Intel Pentium 4 HT 2.8E,115
Intel Pentium 4 HT 3.00,82
Intel Pentium 4 HT 3.06,110
Intel Pentium 4 HT 3.0E,115
Intel Pentium 4 HT 3.20,82
Intel Pentium 4 HT 3.2E,115
Intel Pentium 4 HT 3.40,89
Intel Pentium 4 HT 3.4E,115
Intel Pentium 4 HT 3.6E,115
Intel Pentium 4 HT 515,84
Intel Pentium 4 HT 515,84
Intel Pentium 4 HT 516,84
Intel Pentium 4 HT 516,84
Intel Pentium 4 HT 517,84
Intel Pentium 4 HT 517,84
Intel Pentium 4 HT 520,84
Intel Pentium 4 HT 520,84
Intel Pentium 4 HT 520,84
Intel Pentium 4 HT 520,84
Intel Pentium 4 HT 521,84
Intel Pentium 4 HT 524,84
Intel Pentium 4 HT 524,84
Intel Pentium 4 HT 530,84
Intel Pentium 4 HT 531,84
Intel Pentium 4 HT 540,84
Intel Pentium 4 HT 541,84
Intel Pentium 4 HT 550,115
Intel Pentium 4 HT 551,115
Intel Pentium 4 HT 560,115
Intel Pentium 4 HT 561,115
Intel Pentium 4 HT 570,115
Intel Pentium 4 HT 571,115
Intel Pentium 4 HT 620,84
Intel Pentium 4 HT 630,84
Intel Pentium 4 HT 631,86
Intel Pentium 4 HT 640,84
Intel Pentium 4 HT 641,86
Intel Pentium 4 HT 650,84
Intel Pentium 4 HT 651,86
Intel Pentium 4 HT 660,84
Intel Pentium 4 HT 661,86
Intel Pentium 4 HT 662,84
Intel Pentium 4 HT 670,84
Intel Pentium 4 HT 672,84
Intel Pentium 4 HT EE 3.20,110
Intel Pentium 4 HT EE 3.40,110
Intel Pentium 4 HT EE 3.40,110
Intel Pentium 4 HT EE 3.46,110
Intel Pentium 4 HT EE 3.73,115
Intel Pentium 4-M 1.40,21
Intel Pentium 4-M 1.50,26
Intel Pentium 4-M 1.60,30
Intel Pentium 4-M 1.70,30
Intel Pentium 4-M 1.80,30
Intel Pentium 4-M 1.90,32
Intel Pentium 4-M 2.00,32
Intel Pentium 4-M 2.20,35
Intel Pentium 4-M 2.40,35
Intel Pentium 4-M 2.50,35
Intel Pentium 4-M 2.60,35
Intel Pentium 957,17
Intel Pentium 967,17
Intel Pentium 997,17
Intel Pentium B940,35
Intel Pentium B950,35
Intel Pentium B960,35
Intel Pentium B980,35
Intel Pentium D 820,130
Intel Pentium D 820,130
Intel Pentium D 830,130
Intel Pentium D 840,130
Intel Pentium D 840 EE,130
Intel Pentium D 915,95
Intel Pentium D 920,130
Intel Pentium D 925,95
Intel Pentium D 930,130
Intel Pentium D 935,95
Intel Pentium D 940,130
Intel Pentium D 945,95
Intel Pentium D 950,130
Intel Pentium D 955 EE,130
Intel Pentium D 960,130
Intel Pentium D 965 EE,130
Intel Pentium Dual-Core E2140,65
Intel Pentium Dual-Core E2160,65
Intel Pentium Dual-Core E2180,65
Intel Pentium Dual-Core E2200,65
Intel Pentium Dual-Core E2210,65
Intel Pentium Dual-Core E2220,65
Intel Pentium Dual-Core T4200,35
Intel Pentium Dual-Core T4300,35
Intel Pentium Dual-Core T4400,35
Intel Pentium Dual-Core T4500,35
Intel Pentium E5200,65
Intel Pentium E5300,65
Intel Pentium E5400,65
Intel Pentium E5500,65
Intel Pentium E5700,65
Intel Pentium E5800,65
Intel Pentium E6300,65
Intel Pentium E6500,65
Intel Pentium E6500K,65
Intel Pentium E6600,65
Intel Pentium E6700,65
Intel Pentium E6800,65
Intel Pentium G2100T,35
Intel Pentium G2120,55
Intel Pentium G3220,54
Intel Pentium G3220T,35
Intel Pentium G3250,54
Intel Pentium G3250T,35
Intel Pentium G3258,54
Intel Pentium G3420,54
Intel Pentium G3420T,35
Intel Pentium G3430,54
Intel Pentium G3440,54
Intel Pentium G3450,54
Intel Pentium G3450T,35
Intel Pentium G3460,54
Intel Pentium G4400,51
Intel Pentium G4500,51
Intel Pentium G4520,51
Intel Pentium G4560,51
Intel Pentium G4560T,35
Intel Pentium G4600,51
Intel Pentium G4600T,35
Intel Pentium G4620,51
Intel Pentium G620,65
Intel Pentium G620T,35
Intel Pentium G622,65
Intel Pentium G630,65
Intel Pentium G630T,35
Intel Pentium G632,65
Intel Pentium G640,65
Intel Pentium G640T,35
Intel Pentium G645,65
Intel Pentium G645T,35
Intel Pentium G6950,73
Intel Pentium G6951,73
Intel Pentium G840,65
Intel Pentium G850,65
Intel Pentium G860,65
Intel Pentium G860T,35
Intel Pentium G870,65
Intel Pentium Gold G5400,51
Intel Pentium Gold G5500,51
Intel Pentium Gold G5600,51
